ticker,entry_date,return_pct,duration_days,rsi_at_entry,atr_pct_at_entry,dist_atr_at_entry,weekday,month
AVTX,2026-02-04,-8.68142154814194,1,38.333329392775305,8.270803602426732,0.9169989215554581,Wednesday,2
AXGN,2022-08-26,10.843295861188134,13,38.66666559474395,6.731781715682812,0.6917217374485976,Friday,8
AXGN,2022-11-02,6.835211519598137,6,36.36364563643302,5.027442902000607,1.9640551872899756,Wednesday,11
AXGN,2024-03-06,-14.534438525324841,29,39.4472524781528,6.045525194003084,4.0734590214661,Wednesday,3
AXGN,2024-10-21,5.345782671468843,7,37.81511566906608,4.758420099410614,6.022916520144842,Monday,10
AXGN,2025-02-10,3.1995342721608013,4,34.86681790492459,4.620572978418813,4.989787685890542,Monday,2
AXGN,2025-10-10,7.081642780076983,10,30.969257762947947,4.570724334786004,2.12197823542298,Friday,10
AXGN,2026-02-24,0.1381249530498839,28,38.661088755774145,6.0162678961933915,4.546237841492774,Tuesday,2
AXGN,2026-05-27,4.9340671089176915,8,31.562803396900236,4.552747669944378,4.196423328126643,Wednesday,5
BAYRY,2026-03-03,4.444387087789074,28,22.03390063692946,4.017093902608282,3.0377632136019725,Tuesday,3
BB,2025-03-03,-14.30888165172921,28,34.50135242879493,8.611138321833474,3.4127893103098104,Monday,3
BB,2025-04-01,-16.00187429601002,2,29.220776341336943,6.602505848423151,1.4257863575928806,Tuesday,4
BB,2025-11-13,-8.237929020540284,12,29.90653958233554,4.303850653757266,1.4784936240405886,Thursday,11
BBAR,2023-03-15,18.610686945794356,29,34.642861196706306,7.199998521817859,1.22396614666513,Wednesday,3
BBAR,2023-07-14,6.646975950238254,3,38.38862887213416,5.287017324372003,3.566624425059492,Friday,7
BBAR,2023-08-02,-7.063352533006416,19,35.92592547800443,5.743083487547559,1.505516391069792,Wednesday,8
BBAR,2024-06-06,11.741418770959843,7,33.96551506153732,6.8862946962192115,3.886972276053922,Thursday,6
BBAR,2024-06-26,-5.786515735155851,29,36.72054438759008,6.5822697243907715,2.613568895912369,Wednesday,6
BBAR,2024-10-02,7.447848852930547,2,39.87341467971663,5.1032475214687185,1.7371428705400518,Wednesday,10
BBAR,2025-02-04,5.840634082837752,2,39.82683583462996,6.278849366898581,5.4477935444726375,Tuesday,2
BBAR,2025-02-10,-16.062495743675896,29,35.861317714863304,6.617456494499178,4.691045675982918,Monday,2
BBAR,2026-02-12,-10.920971444082756,18,34.63917877552697,7.134039940077538,1.4273144297910885,Thursday,2
BCAX,2025-10-29,9.7868541620587,23,38.09999370009023,7.895198196104998,2.7694352125849804,Wednesday,10
BCAX,2025-12-24,5.202810763630797,16,35.363454865494816,6.217683125949444,3.5909440380753286,Wednesday,12
BCAX,2026-02-06,-8.655073351898938,6,37.34061775710723,6.832812855682276,0.6561726352616667,Friday,2
BCAX,2026-05-13,7.98261539164028,14,37.715801969904625,5.306082071962352,2.5151439981793366,Wednesday,5
BCRX,2022-09-06,-9.441851976721104,17,35.01484546696041,4.604030318747863,1.1638272273416406,Tuesday,9
BCRX,2024-10-01,5.742558766302123,21,37.03703011196783,4.0286162261184995,3.3574174954746026,Tuesday,10
BCRX,2025-06-27,-9.165376394175613,24,10.747680140601531,4.268576239444489,2.2208936083589967,Friday,6
BCRX,2026-04-21,9.88314843073889,22,36.011907146064445,5.043935353467546,2.057753482535856,Tuesday,4
BCRX,2026-05-21,6.746451912766487,6,36.423848001167016,5.1430736047068395,1.0552675272235923,Thursday,5
BEAM,2024-04-02,-11.612470894982941,8,30.35178605265098,6.985486212713369,1.4631690207628396,Tuesday,4
BEAM,2025-11-04,16.1073364630962,29,37.33636913907813,8.26886308266216,1.4900322664001686,Tuesday,11
BFLY,2022-09-21,-15.539734830949786,22,31.785712606258897,9.107499652741867,1.575691332302422,Wednesday,9
BFLY,2025-02-27,-32.071583138987044,11,37.45318449475357,9.888131692126766,3.1791753027704384,Thursday,2
BFLY,2026-02-04,15.860215962402885,22,25.93985312669001,8.184111249172433,3.832774018288009,Wednesday,2
BFLY,2026-05-07,17.223603211183537,28,31.831835912130998,9.164432891608127,1.7836245361017586,Thursday,5
BHVN,2023-07-27,1.969379029623437,28,35.69536377032526,8.82188557159404,0.6946089224272884,Thursday,7
BHVN,2024-04-02,-23.40968502723464,17,30.76542981693416,6.095824899628868,4.46680350692607,Tuesday,4
BHVN,2024-11-13,-18.28956138138711,29,38.69210520711076,4.838983895650319,3.3724708773649557,Wednesday,11
BIOA,2026-03-13,9.930086582627167,3,34.099147931763326,8.231112257355534,4.789281790738103,Friday,3
BIOA,2026-03-24,13.752513437868513,29,34.93317323774063,10.98141959121826,2.2967337963228176,Tuesday,3
BKD,2022-04-22,-6.69879419355188,7,33.018867918670864,4.455262685203633,1.146604302921751,Friday,4
BKD,2023-05-11,6.715158081739799,28,31.896560552733177,5.558334538263958,2.1053360747938163,Thursday,5
BKD,2023-07-17,10.80268198163068,22,37.32393501720626,5.315702865917553,1.550674466498796,Monday,7
BKD,2024-08-09,1.2669589657464977,31,24.193542416127798,4.574103066198257,0.8500898795425714,Friday,8
BKD,2026-03-09,-5.039445112016471,29,23.35767939734947,4.278601942158703,6.3875166977850295,Monday,3
BLFS,2022-09-26,12.133647311274528,4,39.616060358294725,7.198543056156057,1.7619746243216512,Monday,9
BLFS,2022-10-10,-12.389892861188471,9,36.36363504444767,7.463042295979419,1.3788523100715528,Monday,10
